,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time,Pred.Quality
0,0.01,0.0002,0.01,100,0.4666666686534882,7.2757346630096436,0
1,0.01,0.0002,0.01,500,0.4666666686534882,10.801194190979004,0
2,0.01,0.0002,0.01,2500,0.2666666805744171,21.34240698814392,0
3,0.01,0.0002,0.1,100,0.4666666686534882,6.794187784194946,0
4,0.01,0.0002,0.1,500,0.4666666686534882,9.2191264629364,0
5,0.01,0.0002,0.1,2500,0.2666666805744171,21.20000720024109,0
6,0.01,0.0002,1.0,100,0.4666666686534882,6.820384502410889,0
7,0.01,0.0002,1.0,500,0.2666666805744171,9.564777374267578,0
8,0.01,0.0002,1.0,2500,0.2666666805744171,22.285081148147587,0
9,0.01,0.0002,10.0,100,0.2666666805744171,7.04999589920044,0
10,0.01,0.0002,10.0,500,0.2666666805744171,8.504356622695923,0
11,0.01,0.0002,10.0,2500,0.2666666805744171,19.190622329711914,0
12,0.01,0.0008,0.01,100,0.4666666686534882,6.628746271133423,0
13,0.01,0.0008,0.01,500,0.4666666686534882,8.851837158203125,0
14,0.01,0.0008,0.01,2500,0.4666666686534882,18.663957595825195,0
15,0.01,0.0008,0.1,100,0.4666666686534882,6.83159327507019,0
16,0.01,0.0008,0.1,500,0.2666666805744171,8.634133815765379,0
17,0.01,0.0008,0.1,2500,0.2666666805744171,19.39724898338318,0
18,0.01,0.0008,1.0,100,0.4666666686534882,6.478776216506957,0
19,0.01,0.0008,1.0,500,0.2666666805744171,8.892713069915771,0
20,0.01,0.0008,1.0,2500,0.2666666805744171,18.544566869735718,0
21,0.01,0.0008,10.0,100,0.2666666805744171,6.907022953033447,0
22,0.01,0.0008,10.0,500,0.2666666805744171,8.634886980056763,0
23,0.01,0.0008,10.0,2500,0.2666666805744171,19.49355340003968,0
24,0.01,0.0032,0.01,100,0.2666666805744171,6.396085500717162,0
25,0.01,0.0032,0.01,500,0.5333333611488342,8.806204557418821,1
26,0.01,0.0032,0.01,2500,0.5333333611488342,18.898038864135746,1
27,0.01,0.0032,0.1,100,0.4666666686534882,6.802748203277588,0
28,0.01,0.0032,0.1,500,0.2666666805744171,8.375676870346071,0
29,0.01,0.0032,0.1,2500,0.5333333611488342,19.1083459854126,1
30,0.01,0.0032,1.0,100,0.4666666686534882,6.518511533737183,0
31,0.01,0.0032,1.0,500,0.2666666805744171,8.801918745040895,0
32,0.01,0.0032,1.0,2500,0.2666666805744171,19.31402611732483,0
33,0.01,0.0032,10.0,100,0.4666666686534882,6.5479254722595215,0
34,0.01,0.0032,10.0,500,0.2666666805744171,8.675966262817383,0
35,0.01,0.0032,10.0,2500,0.2666666805744171,19.291645288467407,0
36,0.01,0.0128,0.01,100,0.4000000059604645,6.98784065246582,0
37,0.01,0.0128,0.01,500,0.5333333611488342,8.335477352142334,1
38,0.01,0.0128,0.01,2500,0.8999999761581421,19.381208419799805,2
39,0.01,0.0128,0.1,100,0.5333333611488342,6.70331072807312,1
40,0.01,0.0128,0.1,500,0.5333333611488342,8.747485637664795,1
41,0.01,0.0128,0.1,2500,0.8999999761581421,19.223874568939213,2
42,0.01,0.0128,1.0,100,0.2666666805744171,6.779823303222656,0
43,0.01,0.0128,1.0,500,0.2666666805744171,8.637822866439821,0
44,0.01,0.0128,1.0,2500,0.2666666805744171,19.388262510299683,0
45,0.01,0.0128,10.0,100,0.2666666805744171,6.6733248233795175,0
46,0.01,0.0128,10.0,500,0.2666666805744171,8.623726367950441,0
47,0.01,0.0128,10.0,2500,0.2666666805744171,19.024264574050907,0
48,0.01,0.0512,0.01,100,0.6333333253860474,6.6336402893066415,1
49,0.01,0.0512,0.01,500,0.9666666388511658,9.117923021316527,2
50,0.01,0.0512,0.01,2500,0.9666666388511658,18.78852987289429,2
51,0.01,0.0512,0.1,100,0.5333333611488342,6.589721441268921,1
52,0.01,0.0512,0.1,500,0.9666666388511658,8.896700143814089,2
53,0.01,0.0512,0.1,2500,0.9666666388511658,19.126686811447144,2
54,0.01,0.0512,1.0,100,0.2666666805744171,7.400434732437134,0
55,0.01,0.0512,1.0,500,0.2666666805744171,8.474171161651611,0
56,0.01,0.0512,1.0,2500,0.2666666805744171,19.039479970932007,0
57,0.01,0.0512,10.0,100,0.2666666805744171,6.758599519729612,0
58,0.01,0.0512,10.0,500,0.2666666805744171,8.802592515945436,0
59,0.01,0.0512,10.0,2500,0.2666666805744171,18.885567188262943,0
60,0.01,0.2048,0.01,100,0.9333333373069764,6.604907989501952,2
61,0.01,0.2048,0.01,500,0.9666666388511658,8.701738834381104,2
62,0.01,0.2048,0.01,2500,0.9666666388511658,19.154654264450073,2
63,0.01,0.2048,0.1,100,0.9333333373069764,6.792863845825195,2
64,0.01,0.2048,0.1,500,0.9333333373069764,8.527102470397951,2
65,0.01,0.2048,0.1,2500,0.9333333373069764,19.26994228363037,2
66,0.01,0.2048,1.0,100,0.2666666805744171,6.741933584213258,0
67,0.01,0.2048,1.0,500,0.2666666805744171,8.66975736618042,0
68,0.01,0.2048,1.0,2500,0.2666666805744171,18.34192681312561,0
69,0.01,0.2048,10.0,100,0.2666666805744171,6.842687129974365,0
70,0.01,0.2048,10.0,500,0.2666666805744171,8.939918518066406,0
71,0.01,0.2048,10.0,2500,0.2666666805744171,18.75849938392639,0
72,0.05,0.0002,0.01,100,0.2666666805744171,6.766987323760986,0
73,0.05,0.0002,0.01,500,0.2666666805744171,9.095234394073486,0
74,0.05,0.0002,0.01,2500,0.4666666686534882,19.16384983062744,0
75,0.05,0.0002,0.1,100,0.2666666805744171,6.822912931442263,0
76,0.05,0.0002,0.1,500,0.2666666805744171,9.036521434783936,0
77,0.05,0.0002,0.1,2500,0.2666666805744171,18.84943962097168,0
78,0.05,0.0002,1.0,100,0.2666666805744171,6.4212846755981445,0
79,0.05,0.0002,1.0,500,0.2666666805744171,8.900603055953981,0
80,0.05,0.0002,1.0,2500,0.2666666805744171,18.917778253555298,0
81,0.05,0.0002,10.0,100,0.2666666805744171,6.787283897399902,0
82,0.05,0.0002,10.0,500,0.4666666686534882,8.486079931259155,0
83,0.05,0.0002,10.0,2500,0.2666666805744171,19.31875944137573,0
84,0.05,0.0008,0.01,100,0.2666666805744171,6.870206117630005,0
85,0.05,0.0008,0.01,500,0.4666666686534882,8.789075613021849,0
86,0.05,0.0008,0.01,2500,0.5333333611488342,19.138579607009888,1
87,0.05,0.0008,0.1,100,0.4666666686534882,6.611299276351929,0
88,0.05,0.0008,0.1,500,0.2666666805744171,8.913520097732542,0
89,0.05,0.0008,0.1,2500,0.5333333611488342,18.81667160987854,1
90,0.05,0.0008,1.0,100,0.2666666805744171,6.830848217010497,0
91,0.05,0.0008,1.0,500,0.4666666686534882,9.465394258499147,0
92,0.05,0.0008,1.0,2500,0.4666666686534882,20.887700557708737,0
93,0.05,0.0008,10.0,100,0.4666666686534882,6.9709434509277335,0
94,0.05,0.0008,10.0,500,0.4666666686534882,8.537930727005005,0
95,0.05,0.0008,10.0,2500,0.2666666805744171,19.806717395782467,0
96,0.05,0.0032,0.01,100,0.2666666805744171,6.638258695602418,0
97,0.05,0.0032,0.01,500,0.2666666805744171,8.369829654693604,0
98,0.05,0.0032,0.01,2500,0.30000001192092896,19.193811416625977,0
99,0.05,0.0032,0.1,100,0.2666666805744171,6.830814123153687,0
100,0.05,0.0032,0.1,500,0.2666666805744171,8.689249753952026,0
101,0.05,0.0032,0.1,2500,0.5333333611488342,19.378961086273197,1
102,0.05,0.0032,1.0,100,0.2666666805744171,6.617209672927856,0
103,0.05,0.0032,1.0,500,0.2666666805744171,8.685024261474611,0
104,0.05,0.0032,1.0,2500,0.2666666805744171,18.833539247512817,0
105,0.05,0.0032,10.0,100,0.2666666805744171,6.943067789077759,0
106,0.05,0.0032,10.0,500,0.4666666686534882,8.891823768615723,0
107,0.05,0.0032,10.0,2500,0.2666666805744171,19.274220705032352,0
108,0.05,0.0128,0.01,100,0.2666666805744171,6.7854743003845215,0
109,0.05,0.0128,0.01,500,0.5333333611488342,8.794312953948975,1
110,0.05,0.0128,0.01,2500,0.9666666388511658,19.2983980178833,2
111,0.05,0.0128,0.1,100,0.3333333432674408,6.840634822845459,0
112,0.05,0.0128,0.1,500,0.4333333373069763,8.827253580093382,0
113,0.05,0.0128,0.1,2500,0.8333333134651184,19.25572419166565,2
114,0.05,0.0128,1.0,100,0.2666666805744171,6.6793997287750235,0
115,0.05,0.0128,1.0,500,0.2666666805744171,8.728376865386963,0
116,0.05,0.0128,1.0,2500,0.2666666805744171,19.028803348541263,0
117,0.05,0.0128,10.0,100,0.2666666805744171,6.9017271995544425,0
118,0.05,0.0128,10.0,500,0.2666666805744171,8.660596132278442,0
119,0.05,0.0128,10.0,2500,0.2666666805744171,19.282769680023197,0
120,0.05,0.0512,0.01,100,0.6000000238418579,6.594871759414673,1
121,0.05,0.0512,0.01,500,0.9666666388511658,8.664750337600706,2
122,0.05,0.0512,0.01,2500,0.9333333373069764,19.099864482879642,2
123,0.05,0.0512,0.1,100,0.8999999761581421,6.708335161209106,2
124,0.05,0.0512,0.1,500,0.5333333611488342,8.870765209197998,1
125,0.05,0.0512,0.1,2500,0.9666666388511658,19.149215221405033,2
126,0.05,0.0512,1.0,100,0.2666666805744171,6.342630863189697,0
127,0.05,0.0512,1.0,500,0.2666666805744171,8.853954792022705,0
128,0.05,0.0512,1.0,2500,0.2666666805744171,18.971168518066406,0
129,0.05,0.0512,10.0,100,0.2666666805744171,6.504447937011719,0
130,0.05,0.0512,10.0,500,0.2666666805744171,8.664715766906737,0
131,0.05,0.0512,10.0,2500,0.2666666805744171,18.611163616180423,0
132,0.05,0.2048,0.01,100,0.5333333611488342,6.2842395305633545,1
133,0.05,0.2048,0.01,500,0.9666666388511658,8.651854515075684,2
134,0.05,0.2048,0.01,2500,0.9333333373069764,19.017726182937626,2
135,0.05,0.2048,0.1,100,0.9666666388511658,6.5409157276153564,2
136,0.05,0.2048,0.1,500,0.9666666388511658,8.507288217544557,2
137,0.05,0.2048,0.1,2500,0.9666666388511658,18.919712781906128,2
138,0.05,0.2048,1.0,100,0.2666666805744171,6.741742372512817,0
139,0.05,0.2048,1.0,500,0.2666666805744171,8.704730749130249,0
140,0.05,0.2048,1.0,2500,0.2666666805744171,18.57230257987976,0
141,0.05,0.2048,10.0,100,0.2666666805744171,6.761439561843872,0
142,0.05,0.2048,10.0,500,0.2666666805744171,8.429842233657839,0
143,0.05,0.2048,10.0,2500,0.2666666805744171,18.90481805801392,0
144,0.1,0.0002,0.01,100,0.2666666805744171,6.588760852813723,0
145,0.1,0.0002,0.01,500,0.2666666805744171,8.703031539916992,0
146,0.1,0.0002,0.01,2500,0.4666666686534882,18.536411046981808,0
147,0.1,0.0002,0.1,100,0.4666666686534882,6.6308462619781485,0
148,0.1,0.0002,0.1,500,0.2666666805744171,8.528596162796019,0
149,0.1,0.0002,0.1,2500,0.2666666805744171,19.197356700897213,0
150,0.1,0.0002,1.0,100,0.2666666805744171,6.700399160385133,0
151,0.1,0.0002,1.0,500,0.2666666805744171,9.014810562133787,0
152,0.1,0.0002,1.0,2500,0.2666666805744171,18.843374252319336,0
153,0.1,0.0002,10.0,100,0.2666666805744171,6.690831661224365,0
154,0.1,0.0002,10.0,500,0.2666666805744171,8.653874158859253,0
155,0.1,0.0002,10.0,2500,0.2666666805744171,18.840634107589718,0
156,0.1,0.0008,0.01,100,0.2666666805744171,6.600956439971924,0
157,0.1,0.0008,0.01,500,0.2666666805744171,8.6207435131073,0
158,0.1,0.0008,0.01,2500,0.2666666805744171,18.681752443313602,0
159,0.1,0.0008,0.1,100,0.2666666805744171,6.815162420272827,0
160,0.1,0.0008,0.1,500,0.2666666805744171,8.706229209899902,0
161,0.1,0.0008,0.1,2500,0.2666666805744171,19.466919898986816,0
162,0.1,0.0008,1.0,100,0.2666666805744171,6.5013272762298575,0
163,0.1,0.0008,1.0,500,0.4666666686534882,8.959666967391966,0
164,0.1,0.0008,1.0,2500,0.4666666686534882,19.267455339431766,0
165,0.1,0.0008,10.0,100,0.4666666686534882,6.334206342697144,0
166,0.1,0.0008,10.0,500,0.2666666805744171,9.025441646575928,0
167,0.1,0.0008,10.0,2500,0.4666666686534882,18.61014723777771,0
168,0.1,0.0032,0.01,100,0.4666666686534882,6.938295841217041,0
169,0.1,0.0032,0.01,500,0.2666666805744171,9.006562471389769,0
170,0.1,0.0032,0.01,2500,0.5333333611488342,19.54332184791565,1
171,0.1,0.0032,0.1,100,0.2666666805744171,6.757944345474242,0
172,0.1,0.0032,0.1,500,0.30000001192092896,8.761235475540161,0
173,0.1,0.0032,0.1,2500,0.5333333611488342,19.277276277542114,1
174,0.1,0.0032,1.0,100,0.2666666805744171,6.770885705947876,0
175,0.1,0.0032,1.0,500,0.2666666805744171,8.703793525695799,0
176,0.1,0.0032,1.0,2500,0.2666666805744171,18.749695539474487,0
177,0.1,0.0032,10.0,100,0.2666666805744171,6.549147129058838,0
178,0.1,0.0032,10.0,500,0.2666666805744171,8.694814682006836,0
179,0.1,0.0032,10.0,2500,0.4666666686534882,19.574072360992428,0
180,0.1,0.0128,0.01,100,0.5333333611488342,6.4901061058044425,1
181,0.1,0.0128,0.01,500,0.5333333611488342,8.677980184555054,1
182,0.1,0.0128,0.01,2500,0.8999999761581421,18.828175067901608,2
183,0.1,0.0128,0.1,100,0.2666666805744171,7.02099084854126,0
184,0.1,0.0128,0.1,500,0.5333333611488342,8.771278381347656,1
185,0.1,0.0128,0.1,2500,0.5666666626930237,19.44655585289001,1
186,0.1,0.0128,1.0,100,0.2666666805744171,6.658159017562866,0
187,0.1,0.0128,1.0,500,0.2666666805744171,8.766414165496826,0
188,0.1,0.0128,1.0,2500,0.2666666805744171,19.205125331878666,0
189,0.1,0.0128,10.0,100,0.2666666805744171,6.7565250396728525,0
190,0.1,0.0128,10.0,500,0.2666666805744171,8.863464832305908,0
191,0.1,0.0128,10.0,2500,0.2666666805744171,18.68032121658325,0
192,0.1,0.0512,0.01,100,0.5333333611488342,6.6855385303497314,1
193,0.1,0.0512,0.01,500,0.5666666626930237,9.138034343719482,1
194,0.1,0.0512,0.01,2500,0.9666666388511658,19.14161777496338,2
195,0.1,0.0512,0.1,100,0.5333333611488342,6.8151023387908936,1
196,0.1,0.0512,0.1,500,0.8999999761581421,8.456222295761107,2
197,0.1,0.0512,0.1,2500,0.9666666388511658,19.11121916770935,2
198,0.1,0.0512,1.0,100,0.2666666805744171,6.788291931152344,0
199,0.1,0.0512,1.0,500,0.2666666805744171,8.68984580039978,0
200,0.1,0.0512,1.0,2500,0.2666666805744171,18.86584186553955,0
201,0.1,0.0512,10.0,100,0.2666666805744171,6.9447689056396475,0
202,0.1,0.0512,10.0,500,0.2666666805744171,9.065512418746946,0
203,0.1,0.0512,10.0,2500,0.2666666805744171,19.30799865722656,0
204,0.1,0.2048,0.01,100,0.5666666626930237,6.701977968215942,1
205,0.1,0.2048,0.01,500,0.9333333373069764,9.139683485031126,2
206,0.1,0.2048,0.01,2500,0.9333333373069764,18.959004402160645,2
207,0.1,0.2048,0.1,100,0.6000000238418579,6.806898593902588,1
208,0.1,0.2048,0.1,500,0.9666666388511658,9.037508726119997,2
209,0.1,0.2048,0.1,2500,0.9666666388511658,18.61692833900452,2
210,0.1,0.2048,1.0,100,0.2666666805744171,6.374730110168457,0
211,0.1,0.2048,1.0,500,0.2666666805744171,8.603190183639526,0
212,0.1,0.2048,1.0,2500,0.2666666805744171,19.391826391220093,0
213,0.1,0.2048,10.0,100,0.2666666805744171,6.529600620269775,0
214,0.1,0.2048,10.0,500,0.2666666805744171,8.80536913871765,0
215,0.1,0.2048,10.0,2500,0.2666666805744171,18.70587992668152,0
216,0.25,0.0002,0.01,100,0.2666666805744171,6.940605401992798,0
217,0.25,0.0002,0.01,500,0.4666666686534882,8.557060241699219,0
218,0.25,0.0002,0.01,2500,0.2666666805744171,19.469627380371094,0
219,0.25,0.0002,0.1,100,0.4666666686534882,6.672665596008301,0
220,0.25,0.0002,0.1,500,0.2666666805744171,8.888688325881956,0
221,0.25,0.0002,0.1,2500,0.2666666805744171,19.16358089447021,0
222,0.25,0.0002,1.0,100,0.2666666805744171,6.9395906925201425,0
223,0.25,0.0002,1.0,500,0.4666666686534882,8.965959787368773,0
224,0.25,0.0002,1.0,2500,0.4666666686534882,19.08205533027649,0
225,0.25,0.0002,10.0,100,0.2666666805744171,6.470050811767577,0
226,0.25,0.0002,10.0,500,0.2666666805744171,8.889781236648561,0
227,0.25,0.0002,10.0,2500,0.4666666686534882,19.117308616638184,0
228,0.25,0.0008,0.01,100,0.2666666805744171,6.840850114822388,0
229,0.25,0.0008,0.01,500,0.2666666805744171,8.474905490875244,0
230,0.25,0.0008,0.01,2500,0.2666666805744171,19.316245794296265,0
231,0.25,0.0008,0.1,100,0.2666666805744171,6.510130882263184,0
232,0.25,0.0008,0.1,500,0.2666666805744171,8.761666774749756,0
233,0.25,0.0008,0.1,2500,0.4666666686534882,19.012969732284546,0
234,0.25,0.0008,1.0,100,0.2666666805744171,6.499837160110474,0
235,0.25,0.0008,1.0,500,0.2666666805744171,8.572295665740969,0
236,0.25,0.0008,1.0,2500,0.2666666805744171,19.11163330078125,0
237,0.25,0.0008,10.0,100,0.2666666805744171,6.51784873008728,0
238,0.25,0.0008,10.0,500,0.4666666686534882,8.7019202709198,0
239,0.25,0.0008,10.0,2500,0.4666666686534882,19.348511695861816,0
240,0.25,0.0032,0.01,100,0.2666666805744171,6.999013423919678,0
241,0.25,0.0032,0.01,500,0.2666666805744171,8.627628803253174,0
242,0.25,0.0032,0.01,2500,0.5333333611488342,19.53065133094788,1
243,0.25,0.0032,0.1,100,0.2666666805744171,6.566814184188843,0
244,0.25,0.0032,0.1,500,0.4666666686534882,8.79203462600708,0
245,0.25,0.0032,0.1,2500,0.5333333611488342,18.733718633651733,1
246,0.25,0.0032,1.0,100,0.2666666805744171,6.981157779693604,0
247,0.25,0.0032,1.0,500,0.4666666686534882,8.613605260848999,0
248,0.25,0.0032,1.0,2500,0.2666666805744171,19.556027173995968,0
249,0.25,0.0032,10.0,100,0.4666666686534882,6.4668123722076425,0
250,0.25,0.0032,10.0,500,0.4666666686534882,8.589830875396729,0
251,0.25,0.0032,10.0,2500,0.2666666805744171,19.241106510162357,0
252,0.25,0.0128,0.01,100,0.5333333611488342,6.469553470611572,1
253,0.25,0.0128,0.01,500,0.5333333611488342,9.110697746276855,1
254,0.25,0.0128,0.01,2500,0.5333333611488342,19.022109031677246,1
255,0.25,0.0128,0.1,100,0.5333333611488342,6.792645454406737,1
256,0.25,0.0128,0.1,500,0.5333333611488342,8.687981605529785,1
257,0.25,0.0128,0.1,2500,0.5333333611488342,18.9721474647522,1
258,0.25,0.0128,1.0,100,0.2666666805744171,6.504664897918701,0
259,0.25,0.0128,1.0,500,0.2666666805744171,8.681682109832764,0
260,0.25,0.0128,1.0,2500,0.2666666805744171,19.372175693511966,0
261,0.25,0.0128,10.0,100,0.2666666805744171,6.442056179046631,0
262,0.25,0.0128,10.0,500,0.2666666805744171,9.005999088287354,0
263,0.25,0.0128,10.0,2500,0.2666666805744171,19.05707335472107,0
264,0.25,0.0512,0.01,100,0.5333333611488342,6.486757040023804,1
265,0.25,0.0512,0.01,500,0.5333333611488342,8.697442531585692,1
266,0.25,0.0512,0.01,2500,0.5333333611488342,18.721376657485962,1
267,0.25,0.0512,0.1,100,0.5333333611488342,6.950639009475707,1
268,0.25,0.0512,0.1,500,0.5333333611488342,8.71609091758728,1
269,0.25,0.0512,0.1,2500,0.5666666626930237,19.43787932395935,1
270,0.25,0.0512,1.0,100,0.2666666805744171,6.680073261260986,0
271,0.25,0.0512,1.0,500,0.2666666805744171,8.788508415222168,0
272,0.25,0.0512,1.0,2500,0.2666666805744171,19.598349571228027,0
273,0.25,0.0512,10.0,100,0.2666666805744171,6.492379426956178,0
274,0.25,0.0512,10.0,500,0.2666666805744171,9.035013198852539,0
275,0.25,0.0512,10.0,2500,0.2666666805744171,19.044927120208737,0
276,0.25,0.2048,0.01,100,0.5333333611488342,6.670374393463135,1
277,0.25,0.2048,0.01,500,0.9666666388511658,8.634085416793821,2
278,0.25,0.2048,0.01,2500,0.9333333373069764,18.99789905548096,2
279,0.25,0.2048,0.1,100,0.5333333611488342,6.749465465545652,1
280,0.25,0.2048,0.1,500,0.5333333611488342,8.496799230575563,1
281,0.25,0.2048,0.1,2500,0.2666666805744171,19.31756019592285,0
282,0.25,0.2048,1.0,100,0.2666666805744171,6.643086910247803,0
283,0.25,0.2048,1.0,500,0.2666666805744171,8.755537509918213,0
284,0.25,0.2048,1.0,2500,0.2666666805744171,19.185656547546387,0
285,0.25,0.2048,10.0,100,0.2666666805744171,6.742239713668822,0
286,0.25,0.2048,10.0,500,0.2666666805744171,9.215789079666136,0
287,0.25,0.2048,10.0,2500,0.2666666805744171,19.020402669906613,0
