,dropout,learning.rate,L1.regularization,training.steps,accuracy,execution.time
0,0.01,0.0002,0.01,100,0.46666666865348816,6.7093212604522705
1,0.01,0.0002,0.01,500,0.5666666626930237,10.116145133972168
2,0.01,0.0002,0.01,2500,0.46666666865348816,20.873255252838135
3,0.01,0.0002,0.1,100,0.7333333492279053,8.113105773925781
4,0.01,0.0002,0.1,500,0.0,10.007829189300537
5,0.01,0.0002,0.1,2500,0.4333333373069763,21.253207445144653
6,0.01,0.0002,1.0,100,0.46666666865348816,7.503400087356567
7,0.01,0.0002,1.0,500,0.20000000298023224,10.979249715805054
8,0.01,0.0002,1.0,2500,0.2666666805744171,23.54429817199707
9,0.01,0.0002,10.0,100,0.2666666805744171,7.820700407028198
10,0.01,0.0002,10.0,500,0.46666666865348816,12.203452110290527
11,0.01,0.0002,10.0,2500,0.2666666805744171,21.98525309562683
12,0.01,0.0008,0.01,100,0.2666666805744171,7.261950492858887
13,0.01,0.0008,0.01,500,0.5333333611488342,9.6078200340271
14,0.01,0.0008,0.01,2500,0.3333333432674408,24.2211811542511
15,0.01,0.0008,0.1,100,0.2666666805744171,7.045164108276367
16,0.01,0.0008,0.1,500,0.2666666805744171,10.149916887283325
17,0.01,0.0008,0.1,2500,0.7333333492279053,24.285463571548462
18,0.01,0.0008,1.0,100,0.46666666865348816,9.875803470611572
19,0.01,0.0008,1.0,500,0.2666666805744171,14.344054222106934
20,0.01,0.0008,1.0,2500,0.5666666626930237,23.831671476364136
21,0.01,0.0008,10.0,100,0.5333333611488342,8.537384271621704
22,0.01,0.0008,10.0,500,0.5333333611488342,10.657368898391724
23,0.01,0.0008,10.0,2500,0.2666666805744171,25.87379503250122
24,0.01,0.0032,0.01,100,0.6000000238418579,8.457507133483887
25,0.01,0.0032,0.01,500,0.800000011920929,10.968935489654541
26,0.01,0.0032,0.01,2500,0.9666666388511658,26.493533849716187
27,0.01,0.0032,0.1,100,0.5333333611488342,7.85665488243103
28,0.01,0.0032,0.1,500,0.6333333253860474,10.573103666305542
29,0.01,0.0032,0.1,2500,0.9666666388511658,23.728583097457886
30,0.01,0.0032,1.0,100,0.5666666626930237,11.008527517318726
31,0.01,0.0032,1.0,500,0.800000011920929,13.602553606033325
32,0.01,0.0032,1.0,2500,0.9666666388511658,27.313090324401855
33,0.01,0.0032,10.0,100,0.23333333432674408,10.045592308044434
34,0.01,0.0032,10.0,500,0.2666666805744171,12.413535356521606
35,0.01,0.0032,10.0,2500,0.2666666805744171,26.290549993515015
36,0.01,0.0128,0.01,100,0.5,6.770565748214722
37,0.01,0.0128,0.01,500,0.9666666388511658,9.298083305358887
38,0.01,0.0128,0.01,2500,0.9666666388511658,21.41287112236023
39,0.01,0.0128,0.1,100,0.9666666388511658,8.051305770874023
40,0.01,0.0128,0.1,500,0.9333333373069763,9.913915872573853
41,0.01,0.0128,0.1,2500,0.9666666388511658,23.003466367721558
42,0.01,0.0128,1.0,100,0.8999999761581421,7.21045446395874
43,0.01,0.0128,1.0,500,0.9666666388511658,9.706948518753052
44,0.01,0.0128,1.0,2500,0.9666666388511658,21.961644887924194
45,0.01,0.0128,10.0,100,0.2666666805744171,8.191073179244995
46,0.01,0.0128,10.0,500,0.5333333611488342,10.074447870254517
47,0.01,0.0128,10.0,2500,0.5333333611488342,20.663516998291016
48,0.01,0.0512,0.01,100,0.9333333373069763,6.980890512466431
49,0.01,0.0512,0.01,500,0.9333333373069763,9.452524423599243
50,0.01,0.0512,0.01,2500,0.9666666388511658,20.11667561531067
51,0.01,0.0512,0.1,100,0.9333333373069763,7.1965765953063965
52,0.01,0.0512,0.1,500,0.9666666388511658,9.665852069854736
53,0.01,0.0512,0.1,2500,0.9333333373069763,21.346598863601685
54,0.01,0.0512,1.0,100,0.9666666388511658,7.188885450363159
55,0.01,0.0512,1.0,500,0.9666666388511658,10.182723045349121
56,0.01,0.0512,1.0,2500,0.9666666388511658,20.11384129524231
57,0.01,0.0512,10.0,100,0.2666666805744171,7.448524475097656
58,0.01,0.0512,10.0,500,0.2666666805744171,9.453253507614136
59,0.01,0.0512,10.0,2500,0.2666666805744171,19.714181423187256
60,0.01,0.2048,0.01,100,0.9333333373069763,7.4361655712127686
61,0.01,0.2048,0.01,500,0.9333333373069763,9.57102346420288
62,0.01,0.2048,0.01,2500,0.9666666388511658,20.389160633087158
63,0.01,0.2048,0.1,100,0.5333333611488342,8.171829462051392
64,0.01,0.2048,0.1,500,0.9666666388511658,9.748550176620483
65,0.01,0.2048,0.1,2500,0.9666666388511658,21.109477758407593
66,0.01,0.2048,1.0,100,0.5333333611488342,7.65466570854187
67,0.01,0.2048,1.0,500,0.9666666388511658,10.32896113395691
68,0.01,0.2048,1.0,2500,0.9666666388511658,20.13930034637451
69,0.01,0.2048,10.0,100,0.2666666805744171,7.307771682739258
70,0.01,0.2048,10.0,500,0.2666666805744171,9.89393663406372
71,0.01,0.2048,10.0,2500,0.5333333611488342,19.54274034500122
72,0.05,0.0002,0.01,100,0.46666666865348816,7.499552965164185
73,0.05,0.0002,0.01,500,0.0,9.70411467552185
74,0.05,0.0002,0.01,2500,0.5333333611488342,20.221962451934814
75,0.05,0.0002,0.1,100,0.2666666805744171,6.878292083740234
76,0.05,0.0002,0.1,500,0.46666666865348816,9.547903537750244
77,0.05,0.0002,0.1,2500,0.2666666805744171,21.286279439926147
78,0.05,0.0002,1.0,100,0.46666666865348816,7.376265048980713
79,0.05,0.0002,1.0,500,0.2666666805744171,9.869008302688599
80,0.05,0.0002,1.0,2500,0.6666666865348816,20.564834117889404
81,0.05,0.0002,10.0,100,0.2666666805744171,8.360739707946777
82,0.05,0.0002,10.0,500,0.2666666805744171,9.915675640106201
83,0.05,0.0002,10.0,2500,0.9333333373069763,20.386991500854492
84,0.05,0.0008,0.01,100,0.2666666805744171,7.364269971847534
85,0.05,0.0008,0.01,500,0.2666666805744171,9.061641693115234
86,0.05,0.0008,0.01,2500,0.5333333611488342,21.71003270149231
87,0.05,0.0008,0.1,100,0.36666667461395264,8.040194034576416
88,0.05,0.0008,0.1,500,0.5333333611488342,9.874659061431885
89,0.05,0.0008,0.1,2500,0.46666666865348816,20.012909412384033
90,0.05,0.0008,1.0,100,0.2666666805744171,7.313724756240845
91,0.05,0.0008,1.0,500,0.5333333611488342,9.690305471420288
92,0.05,0.0008,1.0,2500,0.5333333611488342,21.616710662841797
93,0.05,0.0008,10.0,100,0.2666666805744171,7.451624631881714
94,0.05,0.0008,10.0,500,0.4000000059604645,9.696385860443115
95,0.05,0.0008,10.0,2500,0.5333333611488342,24.177825689315796
96,0.05,0.0032,0.01,100,0.5333333611488342,9.612731218338013
97,0.05,0.0032,0.01,500,0.8333333134651184,11.842594623565674
98,0.05,0.0032,0.01,2500,0.9666666388511658,27.930020332336426
99,0.05,0.0032,0.1,100,0.5333333611488342,9.252735376358032
100,0.05,0.0032,0.1,500,0.8999999761581421,12.357406377792358
101,0.05,0.0032,0.1,2500,0.9333333373069763,25.573124170303345
102,0.05,0.0032,1.0,100,0.5333333611488342,7.622548818588257
103,0.05,0.0032,1.0,500,0.6000000238418579,12.8026282787323
104,0.05,0.0032,1.0,2500,0.9666666388511658,31.992136478424072
105,0.05,0.0032,10.0,100,0.6666666865348816,10.271611452102661
106,0.05,0.0032,10.0,500,0.2666666805744171,11.327776193618774
107,0.05,0.0032,10.0,2500,0.2666666805744171,28.25864887237549
108,0.05,0.0128,0.01,100,0.5666666626930237,9.494978904724121
109,0.05,0.0128,0.01,500,0.9333333373069763,10.972830772399902
110,0.05,0.0128,0.01,2500,0.9333333373069763,21.039041757583618
111,0.05,0.0128,0.1,100,0.7333333492279053,7.66001033782959
112,0.05,0.0128,0.1,500,0.9666666388511658,9.654956817626953
113,0.05,0.0128,0.1,2500,0.9666666388511658,23.702895164489746
114,0.05,0.0128,1.0,100,0.8333333134651184,14.862686395645142
115,0.05,0.0128,1.0,500,0.9333333373069763,14.446990966796875
116,0.05,0.0128,1.0,2500,0.9333333373069763,41.171738386154175
117,0.05,0.0128,10.0,100,0.5333333611488342,12.179604768753052
118,0.05,0.0128,10.0,500,0.2666666805744171,9.871149778366089
119,0.05,0.0128,10.0,2500,0.2666666805744171,18.9903724193573
120,0.05,0.0512,0.01,100,0.9666666388511658,6.73851203918457
121,0.05,0.0512,0.01,500,0.9666666388511658,9.38226318359375
122,0.05,0.0512,0.01,2500,0.9666666388511658,20.628165245056152
123,0.05,0.0512,0.1,100,0.9666666388511658,6.7996275424957275
124,0.05,0.0512,0.1,500,0.9666666388511658,9.486831665039062
125,0.05,0.0512,0.1,2500,0.9666666388511658,22.148341417312622
126,0.05,0.0512,1.0,100,0.8666666746139526,7.7671873569488525
127,0.05,0.0512,1.0,500,0.9666666388511658,9.276063680648804
128,0.05,0.0512,1.0,2500,0.9666666388511658,20.302611112594604
129,0.05,0.0512,10.0,100,0.2666666805744171,7.51816987991333
130,0.05,0.0512,10.0,500,0.2666666805744171,9.449699640274048
131,0.05,0.0512,10.0,2500,0.2666666805744171,19.783862352371216
132,0.05,0.2048,0.01,100,0.9666666388511658,7.59890604019165
133,0.05,0.2048,0.01,500,0.9666666388511658,9.94551420211792
134,0.05,0.2048,0.01,2500,0.9333333373069763,21.301911115646362
135,0.05,0.2048,0.1,100,0.5333333611488342,7.019951581954956
136,0.05,0.2048,0.1,500,0.9666666388511658,9.574018716812134
137,0.05,0.2048,0.1,2500,0.9666666388511658,20.538712739944458
138,0.05,0.2048,1.0,100,0.7666666507720947,6.4388439655303955
139,0.05,0.2048,1.0,500,0.2666666805744171,9.270306825637817
140,0.05,0.2048,1.0,2500,0.9666666388511658,20.052247047424316
141,0.05,0.2048,10.0,100,0.2666666805744171,7.977119207382202
142,0.05,0.2048,10.0,500,0.2666666805744171,9.618779182434082
143,0.05,0.2048,10.0,2500,0.2666666805744171,20.233917474746704
144,0.1,0.0002,0.01,100,0.2666666805744171,7.318923711776733
145,0.1,0.0002,0.01,500,0.46666666865348816,9.420747518539429
146,0.1,0.0002,0.01,2500,0.6000000238418579,20.017306566238403
147,0.1,0.0002,0.1,100,0.46666666865348816,7.430579900741577
148,0.1,0.0002,0.1,500,0.2666666805744171,9.535075187683105
149,0.1,0.0002,0.1,2500,0.5,20.452376127243042
150,0.1,0.0002,1.0,100,0.2666666805744171,7.297305345535278
151,0.1,0.0002,1.0,500,0.23333333432674408,10.27564549446106
152,0.1,0.0002,1.0,2500,0.2666666805744171,21.559711456298828
153,0.1,0.0002,10.0,100,0.13333334028720856,6.708270072937012
154,0.1,0.0002,10.0,500,0.13333334028720856,9.231904029846191
155,0.1,0.0002,10.0,2500,0.8666666746139526,20.71368980407715
156,0.1,0.0008,0.01,100,0.2666666805744171,6.93518853187561
157,0.1,0.0008,0.01,500,0.7333333492279053,9.768376111984253
158,0.1,0.0008,0.01,2500,0.5666666626930237,21.407057285308838
159,0.1,0.0008,0.1,100,0.46666666865348816,6.921060085296631
160,0.1,0.0008,0.1,500,0.7333333492279053,10.16141676902771
161,0.1,0.0008,0.1,2500,0.7666666507720947,21.75333857536316
162,0.1,0.0008,1.0,100,0.5333333611488342,8.69960880279541
163,0.1,0.0008,1.0,500,0.2666666805744171,10.2472562789917
164,0.1,0.0008,1.0,2500,0.2666666805744171,22.992244482040405
165,0.1,0.0008,10.0,100,0.2666666805744171,7.524559497833252
166,0.1,0.0008,10.0,500,0.5333333611488342,10.342482328414917
167,0.1,0.0008,10.0,2500,0.46666666865348816,21.498330116271973
168,0.1,0.0032,0.01,100,0.5333333611488342,8.43340277671814
169,0.1,0.0032,0.01,500,0.9333333373069763,10.79069709777832
170,0.1,0.0032,0.01,2500,0.8999999761581421,23.753477334976196
171,0.1,0.0032,0.1,100,0.5333333611488342,9.066591262817383
172,0.1,0.0032,0.1,500,0.6000000238418579,13.100395679473877
173,0.1,0.0032,0.1,2500,0.800000011920929,25.31976819038391
174,0.1,0.0032,1.0,100,0.5333333611488342,7.852122783660889
175,0.1,0.0032,1.0,500,0.4000000059604645,10.868395566940308
176,0.1,0.0032,1.0,2500,0.6333333253860474,23.45267367362976
177,0.1,0.0032,10.0,100,0.6000000238418579,8.020116567611694
178,0.1,0.0032,10.0,500,0.5,10.866028785705566
179,0.1,0.0032,10.0,2500,0.5333333611488342,21.75290584564209
180,0.1,0.0128,0.01,100,0.800000011920929,8.890117883682251
181,0.1,0.0128,0.01,500,0.9333333373069763,10.729108333587646
182,0.1,0.0128,0.01,2500,0.9666666388511658,24.658620357513428
183,0.1,0.0128,0.1,100,0.5333333611488342,7.73303484916687
184,0.1,0.0128,0.1,500,0.9666666388511658,10.941861867904663
185,0.1,0.0128,0.1,2500,0.9666666388511658,25.80482292175293
186,0.1,0.0128,1.0,100,0.8666666746139526,7.4900712966918945
187,0.1,0.0128,1.0,500,0.9666666388511658,10.374739646911621
188,0.1,0.0128,1.0,2500,0.9333333373069763,25.353891134262085
189,0.1,0.0128,10.0,100,0.2666666805744171,8.15471625328064
190,0.1,0.0128,10.0,500,0.2666666805744171,10.14778757095337
191,0.1,0.0128,10.0,2500,0.5333333611488342,21.39188504219055
192,0.1,0.0512,0.01,100,0.8999999761581421,7.561570405960083
193,0.1,0.0512,0.01,500,0.9666666388511658,9.631612300872803
194,0.1,0.0512,0.01,2500,0.9666666388511658,21.92768120765686
195,0.1,0.0512,0.1,100,0.9666666388511658,6.792807340621948
196,0.1,0.0512,0.1,500,0.9666666388511658,9.899531841278076
197,0.1,0.0512,0.1,2500,0.9333333373069763,21.90489101409912
198,0.1,0.0512,1.0,100,0.9666666388511658,7.947094440460205
199,0.1,0.0512,1.0,500,0.9666666388511658,9.265897035598755
200,0.1,0.0512,1.0,2500,0.9333333373069763,20.62013077735901
201,0.1,0.0512,10.0,100,0.2666666805744171,7.424007177352905
202,0.1,0.0512,10.0,500,0.2666666805744171,9.174551010131836
203,0.1,0.0512,10.0,2500,0.2666666805744171,20.188241243362427
204,0.1,0.2048,0.01,100,0.9666666388511658,8.035461902618408
205,0.1,0.2048,0.01,500,0.9666666388511658,9.457223415374756
206,0.1,0.2048,0.01,2500,0.9666666388511658,22.49094319343567
207,0.1,0.2048,0.1,100,0.9333333373069763,7.4058873653411865
208,0.1,0.2048,0.1,500,0.9666666388511658,9.58199429512024
209,0.1,0.2048,0.1,2500,0.9333333373069763,20.802844047546387
210,0.1,0.2048,1.0,100,0.8333333134651184,7.1949498653411865
211,0.1,0.2048,1.0,500,0.2666666805744171,9.07439923286438
212,0.1,0.2048,1.0,2500,0.9666666388511658,20.533952236175537
213,0.1,0.2048,10.0,100,0.2666666805744171,7.555312633514404
214,0.1,0.2048,10.0,500,0.2666666805744171,8.930884838104248
215,0.1,0.2048,10.0,2500,0.2666666805744171,20.219765186309814
216,0.25,0.0002,0.01,100,0.46666666865348816,7.256241321563721
217,0.25,0.0002,0.01,500,0.2666666805744171,8.712265729904175
218,0.25,0.0002,0.01,2500,0.2666666805744171,19.49982738494873
219,0.25,0.0002,0.1,100,0.46666666865348816,7.233644723892212
220,0.25,0.0002,0.1,500,0.23333333432674408,9.124314785003662
221,0.25,0.0002,0.1,2500,0.46666666865348816,20.07649803161621
222,0.25,0.0002,1.0,100,0.46666666865348816,7.047249794006348
223,0.25,0.0002,1.0,500,0.5,8.967597961425781
224,0.25,0.0002,1.0,2500,0.2666666805744171,21.366066455841064
225,0.25,0.0002,10.0,100,0.5,7.469008684158325
226,0.25,0.0002,10.0,500,0.2666666805744171,8.757142543792725
227,0.25,0.0002,10.0,2500,0.7333333492279053,19.881267309188843
228,0.25,0.0008,0.01,100,0.2666666805744171,6.918994665145874
229,0.25,0.0008,0.01,500,0.46666666865348816,9.28092885017395
230,0.25,0.0008,0.01,2500,0.5333333611488342,19.89857244491577
231,0.25,0.0008,0.1,100,0.2666666805744171,7.691367149353027
232,0.25,0.0008,0.1,500,0.2666666805744171,9.048207759857178
233,0.25,0.0008,0.1,2500,0.4000000059604645,19.907708883285522
234,0.25,0.0008,1.0,100,0.46666666865348816,6.837172508239746
235,0.25,0.0008,1.0,500,0.2666666805744171,9.567992448806763
236,0.25,0.0008,1.0,2500,0.8333333134651184,19.984062433242798
237,0.25,0.0008,10.0,100,0.4000000059604645,7.058137655258179
238,0.25,0.0008,10.0,500,0.6000000238418579,9.561270475387573
239,0.25,0.0008,10.0,2500,0.5333333611488342,19.635716915130615
240,0.25,0.0032,0.01,100,0.6333333253860474,6.915090560913086
241,0.25,0.0032,0.01,500,0.06666667014360428,9.430198907852173
242,0.25,0.0032,0.01,2500,0.699999988079071,19.754649877548218
243,0.25,0.0032,0.1,100,0.5333333611488342,6.676402807235718
244,0.25,0.0032,0.1,500,0.5333333611488342,9.542235136032104
245,0.25,0.0032,0.1,2500,0.7666666507720947,19.472752332687378
246,0.25,0.0032,1.0,100,0.5333333611488342,7.301394462585449
247,0.25,0.0032,1.0,500,0.5333333611488342,9.467718839645386
248,0.25,0.0032,1.0,2500,0.6666666865348816,19.587122440338135
249,0.25,0.0032,10.0,100,0.46666666865348816,7.141793251037598
250,0.25,0.0032,10.0,500,0.5333333611488342,9.166170358657837
251,0.25,0.0032,10.0,2500,0.2666666805744171,19.467477321624756
252,0.25,0.0128,0.01,100,0.5333333611488342,6.931106090545654
253,0.25,0.0128,0.01,500,0.7666666507720947,9.243191957473755
254,0.25,0.0128,0.01,2500,0.9666666388511658,19.523223638534546
255,0.25,0.0128,0.1,100,0.5333333611488342,7.097163915634155
256,0.25,0.0128,0.1,500,0.9333333373069763,9.6484534740448
257,0.25,0.0128,0.1,2500,0.9666666388511658,19.8108389377594
258,0.25,0.0128,1.0,100,0.5333333611488342,7.157569885253906
259,0.25,0.0128,1.0,500,0.5333333611488342,8.635712623596191
260,0.25,0.0128,1.0,2500,1.0,19.468523740768433
261,0.25,0.0128,10.0,100,0.6333333253860474,7.871052026748657
262,0.25,0.0128,10.0,500,0.2666666805744171,9.070082187652588
263,0.25,0.0128,10.0,2500,0.2666666805744171,19.5883891582489
264,0.25,0.0512,0.01,100,0.8999999761581421,7.329482555389404
265,0.25,0.0512,0.01,500,1.0,8.850420713424683
266,0.25,0.0512,0.01,2500,0.9666666388511658,20.15155839920044
267,0.25,0.0512,0.1,100,0.9666666388511658,7.018801689147949
268,0.25,0.0512,0.1,500,0.9666666388511658,9.376356363296509
269,0.25,0.0512,0.1,2500,0.9666666388511658,20.193257570266724
270,0.25,0.0512,1.0,100,0.5666666626930237,6.985157012939453
271,0.25,0.0512,1.0,500,0.9666666388511658,10.80054497718811
272,0.25,0.0512,1.0,2500,0.9666666388511658,22.59079647064209
273,0.25,0.0512,10.0,100,0.2666666805744171,6.744778156280518
274,0.25,0.0512,10.0,500,0.2666666805744171,9.18520188331604
275,0.25,0.0512,10.0,2500,0.2666666805744171,20.186712503433228
276,0.25,0.2048,0.01,100,0.5333333611488342,10.349717378616333
277,0.25,0.2048,0.01,500,0.9666666388511658,9.520941734313965
278,0.25,0.2048,0.01,2500,0.9666666388511658,20.14514946937561
279,0.25,0.2048,0.1,100,0.5333333611488342,7.431511163711548
280,0.25,0.2048,0.1,500,0.9666666388511658,9.302024602890015
281,0.25,0.2048,0.1,2500,0.9666666388511658,20.324059009552002
282,0.25,0.2048,1.0,100,0.5333333611488342,7.514838695526123
283,0.25,0.2048,1.0,500,0.800000011920929,8.960675477981567
284,0.25,0.2048,1.0,2500,0.9333333373069763,20.370510816574097
285,0.25,0.2048,10.0,100,0.2666666805744171,6.857895851135254
286,0.25,0.2048,10.0,500,0.2666666805744171,9.808814525604248
287,0.25,0.2048,10.0,2500,0.2666666805744171,20.11492109298706
